text,labels,processed_text,bigrams,trigrams,labels_num
Codec requirements and capabilities for the User Equipment (including the CNG) are already defined in TS 181 005 [1] which describes service requirements and capabilities for the TISPAN NGN.,nonsec,"['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']","['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']","['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']",0
" For commands that are dispatched to an Application, it is the responsibility of the Application to correctly reject commands that it does not recognize, expect or cannot process.",nonsec,"['command', 'dispatch', 'application', 'responsibility', 'application', 'correctly', 'reject', 'command', 'recognize', 'expect', 'process']","['command_dispatch', 'application', 'responsibility', 'application', 'correctly', 'reject', 'command', 'recognize', 'expect', 'process']","['command_dispatch', 'application', 'responsibility', 'application', 'correctly', 'reject', 'command', 'recognize', 'expect', 'process']",0
"The CPN shall support remote access, based on NGN network functions.",nonsec,"['cpn', 'shall', 'support', 'remote', 'access', 'base', 'ngn', 'network', 'function']","['cpn', 'shall', 'support', 'remote_access', 'base', 'ngn', 'network', 'function']","['cpn', 'shall', 'support', 'remote_access', 'base', 'ngn', 'network', 'function']",0
On reception at the CNG of a message to access configuration information for update and detection of authorization failure the CNG shall reject the request and manage the failure in accordance with the CPN authorization management handling policy.,sec,"['reception', 'cng', 'message', 'access', 'configuration', 'information', 'update', 'detection', 'authorization', 'failure', 'cng', 'shall', 'reject', 'request', 'manage', 'failure', 'accordance', 'cpn', 'authorization', 'management', 'handle', 'policy']","['reception', 'cng', 'message', 'access', 'configuration', 'information', 'update', 'detection', 'authorization', 'failure', 'cng', 'shall', 'reject', 'request', 'manage', 'failure', 'accordance', 'cpn', 'authorization', 'management', 'handle', 'policy']","['reception', 'cng', 'message', 'access', 'configuration', 'information', 'update', 'detection', 'authorization', 'failure', 'cng', 'shall', 'reject', 'request', 'manage', 'failure', 'accordance', 'cpn', 'authorization', 'management', 'handle', 'policy']",1
A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,sec,"['proof', 'sent', 'load', 'acquirer', 'load', 'unload', 'occur', 'avoid', 'repudiation']","['proof', 'sent', 'load', 'acquirer', 'load', 'unload', 'occur', 'avoid', 'repudiation']","['proof', 'sent', 'load_acquirer', 'load', 'unload', 'occur', 'avoid', 'repudiation']",1
The CNG and the CPN shall implement mechanisms to limit the visibility of the WAN side network and resources to authorized entities.,sec,"['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']","['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']","['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']",1
"Perform the calculation required to generate a signature using the PSAMƒ??s private RSA key, to allow the CEP card to validate the PSAM",sec,"['perform', 'calculation', 'require', 'generate', 'signature', 'psam', 'private', 'rsa', 'key', 'allow', 'cep', 'card', 'validate', 'psam']","['perform', 'calculation', 'require', 'generate', 'signature', 'psam', 'private', 'rsa', 'key', 'allow', 'cep_card', 'validate', 'psam']","['perform', 'calculation', 'require', 'generate', 'signature', 'psam', 'private', 'rsa', 'key', 'allow', 'cep_card', 'validate', 'psam']",1
"If the POS device supports multiple applications or multiple transaction types, an interaction between the terminal and consumer or sales agent determines the CEP application and the function to be performed (cancel last purchase transaction)",nonsec,"['pos', 'device', 'support', 'multiple', 'application', 'multiple', 'transaction', 'type', 'interaction', 'terminal', 'consumer', 'sale', 'agent', 'determine', 'cep', 'application', 'function', 'perform', 'cancel', 'purchase', 'transaction']","['pos_device', 'support', 'multiple', 'application', 'multiple', 'transaction', 'type', 'interaction', 'terminal', 'consumer', 'sale', 'agent', 'determine', 'cep', 'application', 'function', 'perform', 'cancel_purchase', 'transaction']","['pos_device', 'support', 'multiple', 'application', 'multiple', 'transaction', 'type', 'interaction', 'terminal', 'consumer', 'sale', 'agent', 'determine', 'cep', 'application', 'function', 'perform', 'cancel_purchase_transaction']",0
It shall be possible for a single public identity to be associated with multiple CNDs where each association is allocated a unique private identity.,nonsec,"['shall', 'possible', 'single', 'public', 'identity', 'associate', 'multiple', 'cnd', 'association', 'allocate', 'unique', 'private', 'identity']","['shall', 'possible', 'single', 'public_identity', 'associate', 'multiple', 'cnd', 'association', 'allocate', 'unique', 'private_identity']","['shall', 'possible', 'single', 'public_identity', 'associate', 'multiple', 'cnd', 'association', 'allocate', 'unique', 'private_identity']",0
"Unload and currency exchange transactions are optional for CEP card issuers. The CEP card must indicate whether the card issuer supports these transactions. However, if a card issuer issues multi-currency capable cards, it must provide its cardholder with a facility to remove any remaining value. As a result, if a card issuer supports loading of multiple currencies onto a card, then it must support the unload or currency exchange transaction or both",nonsec,"['unload', 'currency', 'exchange', 'transaction', 'optional', 'cep', 'card', 'issuer', 'cep', 'card', 'indicate', 'card', 'issuer', 'support', 'transaction', 'card', 'issuer', 'issue', 'multi', 'currency', 'capable', 'card', 'provide', 'cardholder', 'facility', 'remove', 'remain', 'value', 'result', 'card', 'issuer', 'support', 'load', 'multiple', 'currency', 'card', 'support', 'unload', 'currency', 'exchange', 'transaction']","['unload_currency', 'exchange', 'transaction', 'optional', 'cep_card', 'issuer', 'cep_card', 'indicate', 'card', 'issuer', 'support', 'transaction', 'card', 'issuer', 'issue', 'multi', 'currency', 'capable', 'card', 'provide', 'cardholder', 'facility', 'remove', 'remain', 'value', 'result', 'card', 'issuer', 'support', 'load', 'multiple', 'currency', 'card', 'support', 'unload_currency', 'exchange', 'transaction']","['unload_currency_exchange', 'transaction', 'optional', 'cep_card', 'issuer', 'cep_card', 'indicate', 'card_issuer', 'support', 'transaction', 'card_issuer', 'issue', 'multi', 'currency', 'capable', 'card', 'provide', 'cardholder', 'facility', 'remove', 'remain', 'value', 'result', 'card_issuer', 'support', 'load', 'multiple', 'currency', 'card', 'support', 'unload_currency_exchange', 'transaction']",0
"The CEP application must contain data that indicates the presence of a linked financial institution. If a linked financial institution is established for the CEP application, then linked loads must be allowed and data in the application must indicate whether linked loads are supported",nonsec,"['cep', 'application', 'contain', 'datum', 'indicate', 'presence', 'link', 'financial', 'institution', 'link', 'financial', 'institution', 'establish', 'cep', 'application', 'link', 'load', 'allowed', 'data', 'application', 'indicate', 'link', 'load', 'support']","['cep', 'application', 'contain', 'datum', 'indicate', 'presence', 'link', 'financial', 'institution', 'link', 'financial', 'institution', 'establish', 'cep', 'application', 'link', 'load', 'allowed', 'data', 'application', 'indicate', 'link', 'load', 'support']","['cep', 'application', 'contain', 'datum', 'indicate', 'presence', 'link', 'financial', 'institution', 'link', 'financial', 'institution', 'establish', 'cep', 'application', 'link', 'load', 'allowed', 'data', 'application', 'indicate', 'link', 'load', 'support']",0
"A credit command, which contains the S2 MAC computed by the PSAM using the session key, is sent to the CEP card",sec,"['credit', 'command', 'contain', 'mac', 'compute', 'psam', 'session', 'key', 'send', 'cep', 'card']","['credit', 'command', 'contain', 'mac', 'compute', 'psam', 'session', 'key', 'send', 'cep_card']","['credit', 'command', 'contain', 'mac', 'compute', 'psam', 'session', 'key', 'send', 'cep_card']",1
Media flows (data plane) transcoding shall be performed by STB or media gateway and not by the CNG.,nonsec,"['media', 'flow', 'datum', 'plane', 'transcoding', 'shall', 'perform', 'stb', 'medium', 'gateway', 'cng']","['media', 'flow', 'datum', 'plane', 'transcoding', 'shall', 'perform', 'stb_medium', 'gateway', 'cng']","['media', 'flow', 'datum', 'plane', 'transcoding', 'shall', 'perform', 'stb_medium_gateway', 'cng']",0
The card issuer must notify the cardholder if the assessment of service fees by the card issuer during the currency exchange transaction may result in a balance of zero after the transaction has completed,nonsec,"['card', 'issuer', 'notify', 'cardholder', 'assessment', 'service', 'fee', 'card', 'issuer', 'currency', 'exchange', 'transaction', 'result', 'balance', 'zero', 'transaction', 'complete']","['card', 'issuer', 'notify', 'cardholder', 'assessment', 'service', 'fee', 'card', 'issuer', 'currency_exchange', 'transaction', 'result', 'balance', 'zero', 'transaction', 'complete']","['card_issuer', 'notify', 'cardholder', 'assessment', 'service', 'fee', 'card_issuer', 'currency_exchange', 'transaction', 'result', 'balance', 'zero', 'transaction', 'complete']",0
The CNG shall be associated with a unique Hardware ID to be used for identification NGN side.,nonsec,"['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']","['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']","['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']",0
On transmission of management information from the CNG to a CND the CNG shall append a timestamp or sequence number to the outgoing message.,sec,"['transmission', 'management', 'information', 'cng', 'cnd', 'cng', 'shall', 'append', 'timestamp', 'sequence', 'number', 'outgoing', 'message']","['transmission', 'management', 'information', 'cng', 'cnd', 'cng', 'shall', 'append', 'timestamp', 'sequence', 'number', 'outgoing', 'message']","['transmission', 'management', 'information', 'cng', 'cnd', 'cng', 'shall', 'append', 'timestamp', 'sequence', 'number', 'outgoing', 'message']",1
"For increased security and convenience, asymmetric cryptography must be used as the authentication security for off-line transactions",sec,"['increase', 'security', 'convenience', 'asymmetric', 'cryptography', 'authentication', 'security', 'line', 'transaction']","['increase', 'security', 'convenience', 'asymmetric', 'cryptography', 'authentication', 'security', 'line', 'transaction']","['increase', 'security', 'convenience', 'asymmetric', 'cryptography', 'authentication', 'security', 'line', 'transaction']",1
The CNG shall implement an authentication failure handling policy.,sec,"['cng', 'shall', 'implement', 'authentication', 'failure', 'handle', 'policy']","['cng', 'shall', 'implement', 'authentication', 'failure', 'handle', 'policy']","['cng', 'shall', 'implement', 'authentication', 'failure', 'handle', 'policy']",1
 On reception at the CNG of a message containing management information the CNG shall extract the timestamp or sequence number and verify that the message has not been replayed.,sec,"['reception', 'cng', 'message', 'contain', 'management', 'information', 'cng', 'shall', 'extract', 'timestamp', 'sequence', 'number', 'verify', 'message', 'replay']","['reception', 'cng', 'message', 'contain', 'management', 'information', 'cng', 'shall', 'extract', 'timestamp', 'sequence', 'number', 'verify', 'message', 'replay']","['reception', 'cng', 'message', 'contain', 'management', 'information', 'cng', 'shall', 'extract', 'timestamp', 'sequence', 'number', 'verify', 'message', 'replay']",1
"The CEP card may support multiple currencies. Each currency occupies a ƒ??slotƒ? within the CEP. The slots are defined by the currency supported. The currency for an individual slot is determined during load or currency exchange. Currency exchange could apply to a single slot, and then only for the total balance",nonsec,"['cep', 'card', 'support', 'multiple', 'currency', 'currency', 'occupy', 'slot', 'cep', 'slot', 'define', 'currency', 'support', 'currency', 'individual', 'slot', 'determine', 'load', 'currency', 'exchange', 'currency', 'exchange', 'apply', 'single', 'slot', 'total', 'balance']","['cep_card', 'support', 'multiple', 'currency', 'currency', 'occupy', 'slot', 'cep', 'slot', 'define', 'currency', 'support', 'currency', 'individual', 'slot', 'determine', 'load', 'currency_exchange', 'currency_exchange', 'apply', 'single', 'slot', 'total', 'balance']","['cep_card', 'support', 'multiple', 'currency', 'currency', 'occupy', 'slot', 'cep', 'slot', 'define', 'currency', 'support', 'currency', 'individual', 'slot', 'determine', 'load', 'currency_exchange', 'currency_exchange', 'apply', 'single', 'slot', 'total', 'balance']",0
 On receipt of a valid (i.e. authorized) request for data stored in the CNG the CNG shall return the requested data to the requesting user.,sec,"['receipt', 'valid', 'authorize', 'request', 'datum', 'store', 'cng', 'cng', 'shall', 'return', 'request', 'datum', 'request', 'user']","['receipt', 'valid', 'authorize', 'request', 'datum', 'store', 'cng', 'cng', 'shall', 'return', 'request', 'datum', 'request', 'user']","['receipt', 'valid', 'authorize', 'request', 'datum', 'store', 'cng', 'cng', 'shall', 'return', 'request', 'datum', 'request', 'user']",1
The CNG shall support both routed and bridged modes of operation.,nonsec,"['cng', 'shall', 'support', 'route', 'bridge', 'mode', 'operation']","['cng', 'shall', 'support', 'route', 'bridge', 'mode_operation']","['cng', 'shall', 'support', 'route', 'bridge', 'mode_operation']",0
"The CEP card verifies that the PSAM is the PSAM used in the original transaction, computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled, and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch, the command is not allowed",sec,"['cep', 'card', 'verify', 'psam', 'psam', 'original', 'transaction', 'compute', 'mac', 'des', 'session', 'key', 'purchase', 'transaction', 'cancel', 'respond', 'pos', 'device', 'identification', 'transaction', 'purchase', 'transaction', 'cancel', 'cancel', 'active', 'batch', 'command', 'allow']","['cep_card', 'verify', 'psam', 'psam', 'original', 'transaction', 'compute', 'mac', 'des', 'session', 'key', 'purchase_transaction', 'cancel', 'respond', 'pos_device', 'identification', 'transaction', 'purchase_transaction', 'cancel', 'cancel', 'active', 'batch', 'command', 'allow']","['cep_card', 'verify', 'psam', 'psam', 'original', 'transaction', 'compute', 'mac', 'des', 'session', 'key', 'purchase_transaction', 'cancel', 'respond', 'pos_device', 'identification', 'transaction', 'purchase_transaction', 'cancel', 'cancel', 'active', 'batch', 'command', 'allow']",1
"If this is not a cash load, the funds issuer needs to verify that the funds are requested by the legitimate account owner, which is normally done by the presentation of an enciphered PIN",sec,"['cash', 'load', 'fund', 'issuer', 'need', 'verify', 'fund', 'request', 'legitimate', 'account', 'owner', 'normally', 'presentation', 'encipher', 'pin']","['cash', 'load', 'fund', 'issuer', 'need', 'verify', 'fund', 'request', 'legitimate', 'account', 'owner', 'normally', 'presentation', 'encipher', 'pin']","['cash', 'load', 'fund', 'issuer', 'need', 'verify', 'fund', 'request', 'legitimate', 'account', 'owner', 'normally', 'presentation', 'encipher', 'pin']",1
 Any other type of command received shall be dispatched to the currently selected Application.,nonsec,"['type', 'command', 'receive', 'shall', 'dispatch', 'currently', 'select', 'application']","['type', 'command', 'receive', 'shall', 'dispatch', 'currently_select', 'application']","['type', 'command', 'receive', 'shall', 'dispatch', 'currently_select', 'application']",0
" The GlobalPlatform Environment (OPEN) supports Security Management functions (Security Domain locking and unlocking, Application locking and unlocking, Card locking and unlocking, Card termination, Privilege usage, Security Domain, privilege usage, Tracing and event logging) if the underlying runtime environment does not support them:",nonsec,"['globalplatform', 'environment', 'open', 'support', 'security', 'management', 'function', 'security', 'domain', 'lock', 'unlocking', 'application', 'lock', 'unlocking', 'card', 'lock', 'unlocking', 'card', 'termination', 'privilege', 'usage', 'security', 'domain', 'privilege', 'usage', 'tracing', 'event', 'log', 'underlying', 'runtime', 'environment', 'support']","['globalplatform', 'environment', 'open', 'support', 'security', 'management', 'function', 'security_domain', 'lock', 'unlocking', 'application', 'lock', 'unlocking', 'card', 'lock', 'unlocking', 'card', 'termination', 'privilege', 'usage', 'security_domain', 'privilege', 'usage', 'tracing', 'event', 'log', 'underlying', 'runtime_environment', 'support']","['globalplatform', 'environment', 'open', 'support', 'security', 'management', 'function', 'security_domain', 'lock', 'unlocking', 'application', 'lock', 'unlocking', 'card', 'lock', 'unlocking', 'card', 'termination', 'privilege', 'usage', 'security_domain', 'privilege', 'usage', 'tracing', 'event', 'log', 'underlying', 'runtime_environment', 'support']",0
"Traffic marking: depending on what are the parameters used to perform classification, CNDs or CNG itself on behalf of the CNDs shall be able to modify the packets' priority.",nonsec,"['traffic', 'mark', 'depend', 'parameter', 'perform', 'classification', 'cnd', 'cng', 'behalf', 'cnd', 'shall', 'able', 'modify', 'packet', 'priority']","['traffic', 'mark', 'depend', 'parameter', 'perform', 'classification', 'cnd', 'cng', 'behalf', 'cnd', 'shall', 'able', 'modify', 'packet_priority']","['traffic', 'mark', 'depend', 'parameter', 'perform', 'classification', 'cnd', 'cng', 'behalf', 'cnd', 'shall', 'able', 'modify', 'packet_priority']",0
"The CNG and devices shall support mechanisms to identify and share information about the customer network devices (e.g. type of device and basic capabilities, services supported etc.) within the customer environment. Some of this information can be used locally, while a subset of it can be forwarded to the NGN.",nonsec,"['cng', 'device', 'shall', 'support', 'mechanism', 'identify', 'share', 'information', 'customer', 'network', 'device', 'type', 'device', 'basic', 'capability', 'service', 'support', 'etc', 'customer', 'environment', 'information', 'locally', 'subset', 'forward', 'ngn']","['cng', 'device', 'shall', 'support_mechanism', 'identify', 'share', 'information', 'customer_network', 'device', 'type', 'device', 'basic', 'capability', 'service', 'support', 'etc', 'customer', 'environment', 'information', 'locally', 'subset', 'forward', 'ngn']","['cng', 'device', 'shall_support_mechanism', 'identify', 'share', 'information', 'customer_network', 'device', 'type', 'device', 'basic', 'capability', 'service', 'support', 'etc', 'customer_environment', 'information', 'locally', 'subset', 'forward', 'ngn']",0
 Applications should Perform internal security measures required by the Application Provider,sec,"['application', 'perform', 'internal', 'security', 'measure', 'require', 'application', 'provider']","['application', 'perform', 'internal', 'security', 'measure', 'require', 'application', 'provider']","['application', 'perform', 'internal', 'security', 'measure', 'require', 'application', 'provider']",1
"CPN should support bookmarks (e.g. hyperlinks) to stored and streaming user-generated content in order to store and exchange references to uploaded and streaming UGC,.",nonsec,"['cpn', 'support', 'bookmark', 'hyperlinks', 'store', 'stream', 'user', 'generate', 'content', 'order', 'store', 'exchange', 'reference', 'upload', 'stream', 'ugc']","['cpn', 'support', 'bookmark', 'hyperlinks', 'store', 'stream', 'user', 'generate', 'content', 'order', 'store', 'exchange', 'reference', 'upload', 'stream', 'ugc']","['cpn', 'support', 'bookmark', 'hyperlinks', 'store', 'stream', 'user', 'generate', 'content', 'order', 'store', 'exchange', 'reference', 'upload', 'stream', 'ugc']",0
" In the eventuality that the current Application Session has been terminated and no subsequent full or partial match is found, the OPEN shall make an attempt to select the Application that is marked as implicitly selectable on the Basic Logical Channel for the current card interface.",nonsec,"['eventuality', 'current', 'application', 'session', 'terminate', 'subsequent', 'partial', 'match', 'find', 'open', 'shall', 'attempt', 'select', 'application', 'mark', 'implicitly', 'selectable', 'basic', 'logical', 'channel', 'current', 'card', 'interface']","['eventuality', 'current', 'application', 'session', 'terminate', 'subsequent_partial', 'match_find', 'open', 'shall', 'attempt', 'select_application', 'mark', 'implicitly_selectable', 'basic_logical', 'channel', 'current', 'card', 'interface']","['eventuality', 'current', 'application', 'session', 'terminate', 'subsequent_partial_match_find', 'open', 'shall', 'attempt', 'select_application', 'mark', 'implicitly_selectable', 'basic_logical_channel', 'current', 'card', 'interface']",0
The CEP card sends a response to the reversal command to the POS device. The reversal is considered to be successful even in the event of a negative response or no response from the CEP card,nonsec,"['cep', 'card', 'send', 'response', 'reversal', 'command', 'pos', 'device', 'reversal', 'consider', 'successful', 'event', 'negative', 'response', 'response', 'cep', 'card']","['cep_card', 'send', 'response', 'reversal', 'command', 'pos_device', 'reversal', 'consider', 'successful', 'event', 'negative', 'response', 'response', 'cep_card']","['cep_card', 'send', 'response', 'reversal', 'command', 'pos_device', 'reversal', 'consider', 'successful', 'event', 'negative', 'response', 'response', 'cep_card']",0
The CNG shall detect the end of the life of the key used for cryptographic protection of the wireless communication between the CND and the CNG.,sec,"['cng', 'shall', 'detect', 'end', 'life', 'key', 'cryptographic', 'protection', 'wireless', 'communication', 'cnd', 'cng']","['cng', 'shall', 'detect', 'end', 'life', 'key', 'cryptographic', 'protection', 'wireless', 'communication', 'cnd', 'cng']","['cng', 'shall', 'detect', 'end', 'life', 'key', 'cryptographic', 'protection', 'wireless', 'communication', 'cnd', 'cng']",1
 The MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.,nonsec,"['manage', 'channel', 'command', 'process', 'open', 'dispatch', 'application']","['manage', 'channel', 'command', 'process', 'open', 'dispatch', 'application']","['manage', 'channel', 'command', 'process', 'open', 'dispatch', 'application']",0
The CNG shall classify packets coming from the CPN through its LAN interfaces (upstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,nonsec,"['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']",0
The CNG shall support direct intra-LAN connectivity between any appropriate pair of devices on the Customer Premises Network.,nonsec,"['cng', 'shall', 'support', 'direct', 'intra', 'lan', 'connectivity', 'appropriate', 'pair', 'device', 'customer', 'premises', 'network']","['cng', 'shall', 'support', 'direct', 'intra', 'lan', 'connectivity', 'appropriate', 'pair', 'device', 'customer', 'premises', 'network']","['cng', 'shall', 'support', 'direct', 'intra', 'lan', 'connectivity', 'appropriate', 'pair', 'device', 'customer', 'premises', 'network']",0
Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,sec,"['load', 'unload', 'function', 'authenticate', 'end', 'end', 'security', 'card', 'card', 'issuer']","['load', 'unload', 'function', 'authenticate', 'end', 'end', 'security', 'card', 'card', 'issuer']","['load', 'unload', 'function', 'authenticate', 'end', 'end', 'security', 'card', 'card_issuer']",1
"If errors in the card issuer MAC are discovered by the card issuer during its processing of the transactions, a dispute mechanism, established by the scheme provider, may be used to have money refunded",sec,"['error', 'card', 'issuer', 'mac', 'discover', 'card', 'issuer', 'processing', 'transaction', 'dispute', 'mechanism', 'establish', 'scheme', 'provider', 'money', 'refund']","['error', 'card', 'issuer', 'mac', 'discover', 'card', 'issuer', 'processing', 'transaction', 'dispute', 'mechanism', 'establish', 'scheme_provider', 'money', 'refund']","['error', 'card_issuer', 'mac', 'discover', 'card_issuer', 'processing', 'transaction', 'dispute', 'mechanism', 'establish', 'scheme_provider', 'money', 'refund']",1
Load devices that are available to the general public should support multiple sources of funding and support both linked and unlinked loads,nonsec,"['load', 'device', 'available', 'general', 'public', 'support', 'multiple', 'source', 'funding', 'support', 'link', 'unlinked', 'load']","['load', 'device', 'available', 'general', 'public', 'support', 'multiple', 'source', 'funding', 'support', 'link', 'unlinked', 'load']","['load_device', 'available', 'general', 'public', 'support', 'multiple', 'source', 'funding', 'support', 'link', 'unlinked', 'load']",0
"The CNG should support or not prevent redirection of IP Multimedia sessions, as defined by TS 181 005 [1], independently from the type of device used (NGN terminal or other CND).",nonsec,"['cng', 'support', 'prevent', 'redirection', 'multimedia', 'session', 'define', 'independently', 'type', 'device', 'ngn', 'terminal', 'cnd']","['cng', 'support', 'prevent', 'redirection', 'multimedia', 'session', 'define', 'independently', 'type', 'device', 'ngn', 'terminal', 'cnd']","['cng', 'support', 'prevent', 'redirection', 'multimedia', 'session', 'define', 'independently', 'type', 'device', 'ngn', 'terminal', 'cnd']",0
Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs,sec,"['scheme', 'provider', 'assign', 'unique', 'identify', 'number', 'merchant', 'acquirer', 'provide', 'psam']","['scheme_provider', 'assign', 'unique', 'identify', 'number', 'merchant_acquirer', 'provide', 'psam']","['scheme_provider', 'assign', 'unique', 'identify', 'number', 'merchant_acquirer', 'provide', 'psam']",1
STB or media gateways should be equipped with a programmable open API allowing the implementation of specific service logics.,nonsec,"['stb', 'medium', 'gateway', 'equipped', 'programmable', 'open', 'api', 'allow', 'implementation', 'specific', 'service', 'logic']","['stb_medium', 'gateway', 'equipped', 'programmable', 'open', 'api', 'allow', 'implementation', 'specific', 'service', 'logic']","['stb_medium_gateway', 'equipped', 'programmable', 'open', 'api', 'allow', 'implementation', 'specific', 'service', 'logic']",0
The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch,nonsec,"['aggregated', 'total', 'card', 'issuer', 'transmit', 'merchant', 'acquirer', 'time', 'manner', 'non', 'aggregated', 'detail', 'transaction', 'batch']","['aggregated', 'total', 'card', 'issuer', 'transmit', 'merchant_acquirer', 'time', 'manner', 'non', 'aggregated', 'detail', 'transaction', 'batch']","['aggregated', 'total', 'card_issuer', 'transmit', 'merchant_acquirer', 'time', 'manner', 'non', 'aggregated', 'detail', 'transaction', 'batch']",0
 The run time environment shall be responsible to separate secure storage for the application code and data ,sec,"['run', 'time', 'environment', 'shall', 'responsible', 'separate', 'secure', 'storage', 'application', 'code', 'datum']","['run', 'time', 'environment', 'shall', 'responsible', 'separate', 'secure', 'storage', 'application', 'code', 'datum']","['run', 'time', 'environment', 'shall', 'responsible', 'separate', 'secure', 'storage', 'application', 'code', 'datum']",1
The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC.,nonsec,"['cnd', 'cng', 'shall', 'support', 'mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public', 'identity', 'phone', 'number', 'specific', 'private', 'identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc']","['cnd', 'cng', 'shall', 'support_mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public_identity', 'phone', 'number', 'specific', 'private_identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc']","['cnd', 'cng', 'shall_support_mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public_identity', 'phone', 'number', 'specific', 'private_identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc']",0
"In case of managed services, the CNG shall support zero-touch provisioning to activate new services, starting from Internet access to voice and video services and shall be remotely manageable. In case of unmanaged services the user shall be able to configure the CNG by himself.",nonsec,"['case', 'manage', 'service', 'cng', 'shall', 'support', 'zero', 'touch', 'provisioning', 'activate', 'new', 'service', 'start', 'internet', 'access', 'voice', 'video', 'service', 'shall', 'remotely', 'manageable', 'case', 'unmanage', 'service', 'user', 'shall', 'able', 'configure', 'cng']","['case', 'manage', 'service', 'cng', 'shall', 'support', 'zero', 'touch', 'provisioning', 'activate', 'new', 'service', 'start', 'internet', 'access', 'voice', 'video', 'service', 'shall', 'remotely', 'manageable', 'case', 'unmanage', 'service', 'user', 'shall', 'able', 'configure', 'cng']","['case', 'manage', 'service', 'cng', 'shall', 'support', 'zero', 'touch', 'provisioning', 'activate', 'new', 'service', 'start', 'internet', 'access', 'voice', 'video', 'service', 'shall', 'remotely', 'manageable', 'case', 'unmanage', 'service', 'user', 'shall', 'able', 'configure', 'cng']",0
"When forwarding packets from the customer network to the WAN interface, the CNG shall manage a number of queues corresponding to the different priorities detected in the classification phase for each packet processed.",nonsec,"['forward', 'packet', 'customer', 'network', 'wan', 'interface', 'cng', 'shall', 'manage', 'number', 'queue', 'correspond', 'different', 'priority', 'detect', 'classification', 'phase', 'packet', 'process']","['forward_packet', 'customer_network', 'wan_interface', 'cng', 'shall', 'manage', 'number_queue', 'correspond', 'different', 'priority', 'detect', 'classification', 'phase', 'packet', 'process']","['forward_packet', 'customer_network', 'wan_interface', 'cng', 'shall', 'manage', 'number_queue', 'correspond', 'different', 'priority', 'detect', 'classification', 'phase', 'packet', 'process']",0
" If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error.",nonsec,"['number', 'logical', 'channel', 'support', 'open', 'sufficient', 'open', 'new', 'supplementary', 'logical', 'channel', 'return', 'appropriate', 'error']","['number', 'logical_channel', 'support', 'open', 'sufficient', 'open', 'new', 'supplementary_logical', 'channel', 'return_appropriate', 'error']","['number', 'logical_channel', 'support', 'open', 'sufficient', 'open', 'new', 'supplementary_logical_channel', 'return_appropriate_error']",0
